,zip_code,transaction_amount,unix_time,is_fraud
73,25147,97.30646395572272,1701392109,0
74,40760,2636.0,1712966109,1
75,82302,190.66045449298997,1708304109,0
76,57504,259.8496134952932,1693266909,0
77,31243,63.15268213405008,1708563309,0
78,22927,222.77331883482864,1711068909,0
79,58019,502.86095289192934,1695858909,0
80,97294,164.84690513907094,1684799709,0
81,21230,95.97810921373316,1706921709,0
82,22111,4.734867919512608,1692662109,0
83,99750,131.20892924165253,1682466909,0
84,51336,124.55922705622427,1710550509,0
85,45419,1127.32740144115,1713051729,1
86,46230,3.3326806060949914,1705625709,0
87,72930,7.040898879457861,1698105309,0
88,46054,278.9624365614369,1704675309,0
89,69676,663.0985133465919,1686873309,0
90,45779,52.85215576675695,1694994909,0
91,10710,98.1933322890599,1685922909,0
92,49283,178.89716644508997,1703811309,0
93,60371,130.6044112555184,1705452909,0
94,46673,59.34927854192641,1691711709,0
95,15688,50.84212595344125,1709600109,0
96,93601,0.9156147908694311,1690934109,0
97,64650,8.110791016625525,1695772509,0
98,37970,160.45901377231976,1708304109,0
99,90296,313.05029888135,1696636509,0
100,64908,174.72417631560918,1710723309,0
101,26188,66.2511165236033,1699059309,0
102,95213,1.8214872553349273,1689119709,0
103,36743,37.20470105356955,1697241309,0
104,41455,49.89486346384248,1697673309,0
105,34135,37.67067462140368,1692921309,0
106,53584,37.03956916156428,1712966109,0
107,56402,75.82743214334272,1701824109,0
108,64666,3.489837007883237,1701478509,0
109,73955,62.87305000390418,1700873709,0
110,76172,2636.0,1712793309,1
111,14924,304.4970453171868,1694044509,0
112,64056,6.192831063935676,1684626909,0
113,53026,156.77218266027253,1681948509,0
114,25007,138.33802436551412,1702428909,0
115,24697,78.19216182830684,1694390109,0
116,97249,687.8869011224125,1713051369,1
117,63064,105.23671914664241,1683762909,0
118,42848,153.91109595612113,1699577709,0
119,92193,2636.0,1712879709,1
120,42843,239.86124966442702,1693612509,0
121,17533,84.12817724350991,1692748509,0
122,21985,119.95001640447052,1708995309,0
123,52589,39.86538865757433,1687996509,0
124,12775,190.1635573227401,1710723309,0
125,21471,476.11933519027735,1713051249,1
126,68085,418.78509952343535,1686959709,0
127,26187,225.17903988244308,1708304109,0
128,55663,399.95990450818056,1682380509,0
129,64588,368.6834998752904,1708476909,0
130,98580,125.42213164363903,1703984109,0
131,85662,2636.0,1712274909,1
132,22884,1.8290156573411849,1682294109,0
133,10603,487.5773315116572,1683935709,0
134,68262,66.48452809036921,1708822509,0
135,33203,82.34814114274492,1704156909,0
136,52796,57.93298817088317,1683071709,0
137,19956,39.621714981785495,1712361309,0
138,35754,97.90483903250762,1706662509,0
139,15947,94.10827787616597,1694649309,0
140,35114,106.58450967694479,1700700909,0
141,67786,1431.3304507678758,1713052029,1
142,13307,30.906795835977753,1698713709,0
143,16233,218.3507546805776,1696118109,0
144,21352,11.705226991782952,1701046509,0
145,64863,35.82672618313748,1711846509,0
146,97671,1471.7667482823972,1713051309,1
147,40833,548.938869920858,1705020909,0
148,62032,40.93477374277184,1702515309,0
149,76301,365.83688027917526,1686182109,0
150,74810,86.80647656940796,1710377709,0
151,44568,71.39496398337624,1682380509,0
152,60834,150.54387447408067,1683330909,0
153,93416,843.2625714426956,1699577709,0
154,54201,589.0227636318788,1697500509,0
155,56889,24.20761707077112,1705798509,0
156,26190,131.2927892126605,1695167709,0
157,84072,229.1720515506093,1707094509,0
158,12149,237.04088845854193,1703638509,0
159,40251,489.7351381624636,1713051309,1
160,41723,9.18296654969971,1696290909,0
161,19287,2636.0,1712274909,1
162,68202,195.6783470894669,1701651309,0
163,13513,52.19498921630976,1692834909,0
164,55287,287.2160326462428,1686959709,0
165,88633,683.0784220926424,1708649709,0
166,43435,20.03776285226813,1712188509,0
167,95218,149.35517977299278,1687391709,0
168,41715,1015.8312752104229,1685490909,0
169,24704,69.15631926676532,1702428909,0
170,15817,0.9385447526769514,1710032109,0
171,50580,33.64535529243732,1694649309,0
172,24862,2636.0,1712706909,1
173,81817,0.30479582240974995,1702515309,0
174,74431,27.51962471356505,1696031709,0
175,64355,485.451015049147,1709427309,0
176,89842,56.397597852612016,1708476909,0
177,85812,76.87240439944199,1698886509,0
178,52840,153.9370789811449,1709081709,0
179,65334,2636.0,1712361309,1
180,62506,179.28391692008245,1689033309,0
181,83460,86.19977991348527,1686786909,0
182,62346,93.95739587257452,1687391709,0
183,43334,54.484087162440225,1685490909,0
184,36601,331.72538710401363,1688082909,0
185,10685,169.8533514530713,1684281309,0
186,43354,113.81432947820446,1689465309,0
187,81472,390.12031496157823,1705366509,0
188,87821,190.3259126369254,1712793309,0
189,53963,52.80082340082685,1709254509,0
190,91178,97.87964257470708,1690588509,0
191,17984,45.48157299562646,1708476909,0
192,64500,23.96326626505389,1707785709,0
193,49959,49.37571785509048,1683330909,0
194,14742,207.90281893425066,1713051729,1
195,14090,132.43115741933568,1695340509,0
196,18386,213.59922873418705,1695686109,0
197,91469,2636.0,1712274909,1
198,14886,71.2613480451764,1691020509,0
199,78302,103.6084436561079,1702083309,0
200,49713,160.4080922490568,1711929309,0
201,32596,24.198105401883478,1699145709,0
202,64099,10.219823841601999,1712015709,0
203,73610,3.4213354868907855,1707612909,0
204,14466,269.72005587266125,1686095709,0
205,18504,53.610956880670855,1705193709,0
206,93707,272.6786165245739,1685922909,0
207,59992,2636.0,1712793309,1
208,67224,19.729800281298836,1708908909,0
209,37261,0.44027779573546466,1704156909,0
210,73041,62.241851192033636,1696118109,0
211,37834,214.46120937594884,1691366109,0
212,53355,51.65184833849594,1713051489,1
213,47387,325.04902543418626,1685145309,0
214,30602,3.603738373391203,1708822509,0
215,26186,25.204624897496423,1705712109,0
216,77966,212.8164455094982,1710723309,0
217,77546,2636.0,1712793309,1
218,50624,26.72821861375134,1704761709,0
219,40141,34.48024649055318,1683417309,0
220,78074,93.8962623917692,1711155309,0
221,54159,339.70597458267696,1713049209,1
222,23436,43.62623913370695,1693007709,0
223,49587,437.4572265461194,1700096109,0
224,33932,118.49745334743506,1697068509,0
225,27101,123.20025252529364,1686268509,0
226,78219,337.966294141692,1701737709,0
227,96341,105.47270715306101,1684886109,0
228,71570,67.13414572269203,1684540509,0
229,48318,4.557830680915242,1698278109,0
230,51187,12.954918045563193,1681775709,0
231,60065,86.93976904883469,1694044509,0
232,62870,2636.0,1712534109,1
233,31593,50.51727561094078,1706230509,0
234,37004,235.02663322925636,1713051129,1
235,28052,299.50228999180416,1708995309,0
236,88783,2636.0,1712706909,1
237,62222,96.17394734434008,1711929309,0
238,15059,2636.0,1712879709,1
239,69693,104.78804816097666,1684886109,0
240,52170,392.6083175879931,1706576109,0
241,63969,9.04024745048727,1710550509,0
242,62881,468.717533808634,1700787309,0
243,10409,83.2671971686324,1707180909,0
244,98870,87.59331508798665,1704329709,0
245,69742,18.6142447926407,1691106909,0
246,22293,2636.0,1712966109,1
247,88324,172.21682879172798,1690070109,0
248,73147,2636.0,1712534109,1
249,30165,208.38672055470187,1689465309,0
250,42796,50.31019198546268,1684799709,0
251,87257,28.591159796151736,1696118109,0
252,26809,32.25881754164955,1712534109,0
253,79407,282.7806959597427,1713050289,1
254,97801,19.77052245644725,1706489709,0
255,50539,2.2389849070987897,1690502109,0
256,81989,4.794170764491429,1701046509,0
257,81536,101.9930014040602,1702774509,0
258,10432,158.57118014329845,1688082909,0
259,88814,97.82235598152391,1695254109,0
260,32494,15.082964015340085,1706144109,0
261,18205,28.95233093224174,1709081709,0
262,22963,32.475300622106786,1713052209,1
263,42010,102.48402943055058,1691366109,0
264,54554,305.2144210199397,1703724909,0
265,56993,301.6370283694727,1697673309,0
266,82768,57.97798317857316,1694649309,0
267,44735,148.4880157206749,1688514909,0
268,97794,2636.0,1712620509,1
269,74223,15.228304235737765,1685922909,0
270,88006,75.29517307782025,1713050229,1
271,79414,536.2240149448553,1710550509,0
272,46756,623.9192540305738,1693698909,0
273,22975,168.15745295667557,1683676509,0
274,58856,136.9158710476292,1704934509,0
275,71454,172.34925919806463,1697068509,0
276,85643,210.36144614191664,1686182109,0
277,66365,149.57731877355056,1684194909,0
278,39136,173.990591106137,1700009709,0
279,51406,192.47817584200294,1684626909,0
280,58051,87.81634142594285,1713049029,1
281,14854,222.2425577071771,1687996509,0
282,72782,6.096016773992253,1702947309,0
283,82067,102.38298003614244,1682898909,0
284,88353,93.23472481672027,1706403309,0
285,10113,479.6281723914181,1691538909,0
286,59281,30.743657781295834,1700960109,0
287,31900,78.86606924402794,1682034909,0
288,75096,53.1677523250627,1697673309,0
289,83628,129.27246288292483,1703984109,0
290,31515,49.89758885422638,1685577309,0
291,25974,61.80176739139473,1691884509,0
292,39008,88.97609579365212,1685490909,0
293,79178,113.97249250360207,1693526109,0
294,62514,322.4609658299997,1698800109,0
295,64917,188.66372728733654,1688514909,0
296,71804,69.37569757697713,1701478509,0
297,10969,43.05360431598442,1705193709,0
298,21253,19.356840483517367,1690242909,0
299,63479,107.60827367511034,1706835309,0
300,46884,248.94700805779243,1705107309,0
301,73483,4.375957087507988,1699577709,0
302,71198,315.2908004814108,1707612909,0
303,31863,12.729894094970044,1700355309,0
304,95758,58.63311731309532,1705366509,0
305,14680,10.592386292962516,1699059309,0
306,76509,102.78937010668182,1709427309,0
307,95024,174.30919253475705,1704502509,0
308,84151,78.98945157282823,1708044909,0
309,15912,92.29901565428354,1706662509,0
310,92706,3.1695721664184857,1711760109,0
311,88546,34.770500159585026,1703379309,0
312,80486,80.34975562448814,1699404909,0
313,64070,0.8066565210508383,1682985309,0
314,85367,46.17331972806907,1694217309,0
315,35247,142.48675109655625,1702947309,0
316,66187,57.7428852986927,1711068909,0
317,24082,20.903784211501364,1690761309,0
318,83929,116.12097086463122,1708563309,0
319,11009,4.012154375643982,1712966109,0
320,74022,131.49802129222618,1699664109,0
321,95388,107.30764604441352,1701564909,0
322,52604,86.48159927037553,1703120109,0
323,32631,727.5592551260996,1682639709,0
324,39626,0.6991553861978915,1699750509,0
325,59956,47.02792720142635,1689119709,0
326,33843,97.23858358356568,1708131309,0
327,52441,100.97982538883636,1708131309,0
328,69479,91.40845910514442,1697586909,0
329,94824,480.11538207240284,1698886509,0
330,33974,105.74198996313172,1685922909,0
331,41391,42.168388556882356,1712534109,0
332,92685,56.67178387855215,1698191709,0
333,74327,131.20500209689877,1707267309,0
334,24222,80.1267543097424,1702601709,0
335,96695,672.503652806052,1700960109,0
336,87628,2636.0,1712274909,1
337,86318,278.31562057260237,1689983709,0
338,70206,3.7802213440685293,1700528109,0
339,85267,7.557880370640511,1696895709,0
340,99763,132.3177236311839,1684886109,0
341,80695,4.954403977345987,1710809709,0
342,65056,107.9494069520439,1698278109,0
343,81071,27.1988884063526,1706921709,0
344,30218,1.5985542003902018,1708908909,0
345,74478,64.12825248128554,1699404909,0
346,71760,37.41804364656254,1707699309,0
347,79001,2636.0,1712361309,1
348,73914,146.50941762319204,1687564509,0
349,18041,2636.0,1712274909,1
350,66713,365.9453585821538,1707440109,0
351,95032,139.16180306413506,1683244509,0
352,39580,2636.0,1712447709,1
353,97459,239.1660507482908,1695858909,0
354,17102,27.905014524477338,1702169709,0
355,78829,76.03928422695151,1698537309,0
356,23411,57.372487621124044,1704502509,0
357,15171,217.59450953599628,1692402909,0
358,13436,213.29662153799066,1704848109,0
359,45560,199.79162346950739,1690156509,0
360,71096,38.105649279189294,1683071709,0
361,12012,51.06661966383315,1706662509,0
362,26828,24.274967824453825,1693612509,0
363,85154,131.50853828374596,1693785309,0
364,92175,91.22180811712292,1694649309,0
365,87778,28.743379723357688,1695945309,0
366,86854,68.6701375298848,1707008109,0
367,83784,212.70776140777278,1706403309,0
368,89825,328.7491105595397,1696204509,0
369,92026,268.9295968430955,1685145309,0
370,77231,36.46179399298666,1709686509,0
371,93833,408.8805967522321,1713049749,1
372,59687,756.161466549876,1708390509,0
373,44895,46.719490173175544,1682380509,0
374,84318,54.97075493595428,1713051129,1
375,21390,3.7486304057600437,1705798509,0
376,42315,166.2291958291292,1690588509,0
377,81971,144.21028437835577,1692143709,0
378,86965,316.3751981361224,1712793309,0
379,65158,197.20146466963345,1692489309,0
380,34504,532.8749446606739,1691279709,0
381,14031,376.33672254634587,1709168109,0
382,33891,77.22494924530095,1693353309,0
383,59828,179.26997496953672,1690156509,0
384,42621,2636.0,1712447709,1
385,21687,176.23260293340005,1713050889,1
386,43421,683.5113578749423,1710550509,0
387,42369,38.20981635069002,1695772509,0
388,27323,20.28802531563306,1694994909,0
389,43112,578.4733863340082,1682812509,0
390,53880,107.01316023138307,1707958509,0
391,93606,52.42840010873158,1693871709,0
392,90626,21.554491157682026,1687218909,0
393,29608,61.19019972484266,1704934509,0
394,85070,69.28323326976596,1701305709,0
395,23075,312.032782884193,1701132909,0
396,12824,131.22201664502066,1713052389,1
397,25052,76.14624892958416,1694562909,0
398,52398,95.8470980339838,1687478109,0
399,91157,3.293924129361167,1710464109,0
400,10874,569.3237847249092,1713051369,1
401,53447,174.32757853999027,1702947309,0
402,35901,153.6163976374294,1691711709,0
403,47083,162.34481385612867,1704934509,0
404,60909,273.46763600167196,1707612909,0
405,45003,243.24005168609423,1698018909,0
406,28171,149.16236965372656,1702601709,0
407,55652,192.8673192509649,1689983709,0
408,83820,213.45303838126824,1698972909,0
409,45101,64.47234960404668,1698364509,0
410,99021,44.45341344230759,1711929309,0
411,43502,152.31887045045139,1687737309,0
412,65050,90.44908163608602,1702256109,0
413,63405,150.99348591731143,1685490909,0
414,34619,193.47089533508782,1685058909,0
415,77143,2636.0,1712534109,1
416,51993,20.16894399596628,1697586909,0
417,80303,18.97464195504814,1713050649,1
418,45876,380.97829972206966,1686095709,0
419,25978,270.5428448623407,1706576109,0
420,58781,150.53852152221194,1709600109,0
421,37821,36.01026404072489,1682553309,0
422,27944,59.45625506549626,1693612509,0
423,79502,278.3463502524012,1697241309,0
424,47789,0.1667589193749202,1709772909,0
425,16235,2636.0,1712274909,1
426,26409,49.63021603414229,1692662109,0
427,69456,147.61657825530227,1711846509,0
428,30099,23.13950450803913,1700528109,0
429,30848,81.04665624364877,1693871709,0
430,99702,77.95142914689832,1695599709,0
431,92594,317.7580099006152,1682034909,0
432,86959,91.42600022448657,1703292909,0
433,92123,310.38512039702465,1682034909,0
434,55368,35.8414598605931,1701651309,0
435,26197,228.48206475441813,1698627309,0
436,90517,39.47982931643854,1688774109,0
437,79810,299.9615374664295,1685404509,0
438,95826,10.195112480049882,1693094109,0
439,51808,215.10436047339206,1700355309,0
440,33781,46.69749008334924,1696031709,0
441,67849,48.96564139401877,1701910509,0
442,29022,14.113710489911657,1688946909,0
443,36071,2636.0,1712534109,1
444,83836,56.03508490074698,1697241309,0
445,40885,234.62172677145432,1692489309,0
446,80961,90.3369367176028,1705193709,0
447,94373,165.59469757268312,1703724909,0
448,55801,48.324518008180235,1694217309,0
449,11708,303.139700443741,1706144109,0
450,24356,91.72289275132879,1684108509,0
451,36265,61.58071215803141,1694649309,0
452,46605,34.82859143713519,1696377309,0
453,72237,31.149470924671164,1697846109,0
454,76378,106.17512668837105,1684194909,0
455,54469,198.9656169936791,1706662509,0
456,93094,99.02331548714882,1699232109,0
457,80533,388.8131154116672,1701824109,0
458,96542,119.88909151910151,1692230109,0
459,52152,520.793961270538,1703033709,0
460,57489,308.50659857166136,1686354909,0
461,87334,44.067753497599476,1704070509,0
462,48283,37.25394223065752,1700441709,0
463,11141,156.631281806316,1703292909,0
464,64244,133.84901817580774,1702688109,0
465,96640,84.03034581224053,1694217309,0
466,42423,123.84008032839868,1701392109,0
467,23278,201.9315415000379,1685663709,0
468,21063,28.817383594761466,1688774109,0
469,78501,94.72981390121087,1695858909,0
470,73561,141.69565092378187,1709254509,0
471,87037,25.339221309870183,1682121309,0
472,61633,73.89271849384922,1697586909,0
473,89153,198.07664025614827,1689810909,0
474,21857,61.08937648256068,1694562909,0
475,30811,164.47813971155426,1682639709,0
476,80786,9.012792375051314,1686959709,0
477,94101,103.3896403601634,1697586909,0
478,16369,95.69907429959824,1697586909,0
479,31070,23.74748608783797,1710896109,0
480,20073,669.1860341571828,1699318509,0
481,48448,165.39975850460738,1688774109,0
482,70224,81.78165163845722,1701046509,0
483,91455,358.8459128161704,1692921309,0
484,94977,0.6143505814467531,1701910509,0
485,14571,324.1347398752551,1702083309,0
486,46505,152.57266958488827,1696031709,0
487,89833,2636.0,1712274909,1
488,68746,382.0941364957559,1702083309,0
489,13918,71.36254724299461,1687132509,0
490,91343,101.74084959196456,1705193709,0
491,29254,121.55234646945178,1711587309,0
492,74631,2636.0,1712534109,1
493,88637,27.387629861798114,1692057309,0
494,37181,217.48232032613342,1691452509,0
495,30570,340.2023712121423,1706316909,0
496,42852,175.65138579858902,1694476509,0
497,72976,140.1435817153946,1713050409,1
498,45499,2636.0,1712534109,1
499,10656,47.65095639955178,1711328109,0
500,76147,11.530488801373133,1712534109,0
501,56814,162.2941838119006,1693526109,0
502,57622,98.0217201558695,1695254109,0
503,33059,93.74078029834286,1686441309,0
504,83733,41.70864564479582,1705539309,0
505,74349,6.3096803181678665,1696809309,0
506,51389,58.47350224508593,1703292909,0
507,64789,2636.0,1712966109,1
508,60707,186.967650587349,1693526109,0
509,74742,102.96281999429193,1688946909,0
510,93971,42.96084487771378,1704675309,0
511,70136,662.1396380766156,1681775709,0
512,31427,70.662659523261,1690329309,0
513,20380,16.35553701931499,1699491309,0
514,52316,277.34026230789726,1686959709,0
515,96406,113.70333604815882,1687650909,0
516,85678,57.42842341893373,1696982109,0
517,88181,55.21818372520129,1694994909,0
518,99789,434.59185928389013,1682898909,0
519,74765,174.58916125493943,1686268509,0
520,44032,184.86561554663018,1681689309,0
521,62315,42.798580117831186,1687910109,0
522,44639,396.2181579256767,1701996909,0
523,88165,41.00281491128826,1702083309,0
524,46565,138.73793655224503,1702774509,0
525,88580,29.423258404673128,1693785309,0
526,61032,100.37295661688299,1707526509,0
527,89060,116.66413517138709,1692748509,0
528,40784,11.22858105014791,1692143709,0
529,48739,55.24042274123124,1690242909,0
530,50262,61.386342921412776,1688687709,0
531,75908,24.23933718508426,1684799709,0
532,32225,375.2189203241582,1707440109,0
533,30853,391.60326714442806,1708649709,0
534,14514,111.71222712578282,1685490909,0
535,24848,1.4192987307849076,1706489709,0
536,25335,109.7379320823459,1701564909,0
537,20565,17.56925802808552,1692575709,0
538,30952,65.82337123731395,1707008109,0
539,40044,193.1936039448977,1692057309,0
540,56974,139.75352848035956,1700182509,0
541,47507,111.53214624520655,1706835309,0
542,95125,212.19450408903683,1691711709,0
543,86304,9.440496426322749,1685663709,0
544,90303,36.72399663955577,1689465309,0
545,26285,56.20506461486507,1682812509,0
546,76666,83.89768182954411,1711068909,0
547,89696,140.0217098024355,1697154909,0
548,78631,126.66014325077799,1697932509,0
549,56870,250.07633449555146,1702947309,0
550,85749,5.350915785565304,1709772909,0
551,80756,350.8915467513674,1684713309,0
552,71315,133.91720249894053,1691884509,0
553,47226,92.27020962864044,1700182509,0
554,42723,220.86008988279795,1710032109,0
555,55119,33.64624412275269,1691279709,0
556,20873,200.30352910990652,1695599709,0
557,35323,104.58964988548712,1682294109,0
558,37025,57.48395689359213,1702256109,0
559,28918,42.24776516511435,1687046109,0
560,66660,42.879477290574016,1688946909,0
561,28402,32.75661761016339,1701392109,0
562,91845,948.88362712282,1693785309,0
563,35918,53.70417908671246,1689897309,0
564,56861,105.43682406155128,1684886109,0
565,54536,56.117442354524094,1685058909,0
566,38436,726.4595784757078,1686959709,0
567,93163,77.17945991202203,1704761709,0
568,38653,233.9834837572424,1693094109,0
569,97471,112.44206661935522,1696118109,0
570,48283,26.46444716532615,1691279709,0
571,42830,23.7201799489417,1703984109,0
572,86213,229.45180625288657,1683158109,0
573,92183,14.628781532058174,1695858909,0
574,69016,250.80123886659393,1686441309,0
575,68640,331.99017265770203,1687046109,0
576,78268,378.2520143397302,1695599709,0
577,17142,128.71198189729702,1686614109,0
578,98754,166.4269151787061,1682985309,0
579,78752,0.3774404186077928,1696895709,0
580,84890,6.038490711466418,1693958109,0
581,31277,105.06053127728514,1708736109,0
582,85574,1.4172162088716658,1697241309,0
583,74096,259.077217344069,1708908909,0
584,73541,119.21697728268491,1700268909,0
585,89458,391.12893551516726,1708563309,0
586,53241,239.62183161008556,1695426909,0
587,38906,246.87233303029765,1684194909,0
588,97360,363.5875636695485,1700700909,0
589,81759,36.64310384881055,1710204909,0
590,57269,91.11820299313099,1702256109,0
591,69315,40.53339590347765,1698713709,0
592,36524,203.2967991199672,1702428909,0
593,69941,321.7224164622304,1703724909,0
594,88786,6.32068417218269,1703465709,0
595,95356,127.76589390125693,1699491309,0
596,54660,256.8492913320734,1704416109,0
597,16521,38.90144444700571,1695686109,0
598,22003,47.63404875171412,1686614109,0
599,52113,147.6951714144609,1691625309,0
600,61601,2636.0,1712274909,1
601,45157,35.44663759215108,1713051969,1
602,59165,178.82765104458426,1683762909,0
603,69899,231.02576490324574,1683330909,0
604,31267,91.98455964374743,1688255709,0
605,31942,121.10669675552349,1689638109,0
606,99886,183.50021626919312,1681862109,0
607,86511,132.8155852933493,1710896109,0
608,81786,41.18556220577468,1693180509,0
609,77809,109.13546709916848,1700700909,0
610,34857,61.03339487162436,1695513309,0
611,58253,266.7552804171008,1713051129,1
612,58577,15.26316575222672,1694562909,0
613,39938,197.9497011298036,1713049389,1
614,52186,42.743673221582064,1701392109,0
615,77320,72.21759302297869,1703206509,0
616,14613,85.55267527529747,1711500909,0
617,62963,448.30377918523266,1702083309,0
618,24297,111.11454756341341,1683071709,0
619,42691,40.48507895628857,1694476509,0
620,90825,111.824908951747,1703552109,0
621,38635,498.37241840023586,1705625709,0
622,93426,24.827950538404888,1700787309,0
623,94797,47.231804989482605,1708044909,0
624,68269,255.4908628422724,1702169709,0
625,90224,2636.0,1712447709,1
626,62237,33.24729233121366,1711846509,0
627,75374,22.46079418983483,1706403309,0
628,62156,593.387386914328,1682639709,0
629,60601,269.29323891405977,1711929309,0
630,44461,2636.0,1712966109,1
631,22151,112.1256974016613,1697068509,0
632,32070,126.52522926288009,1694562909,0
633,10492,208.21601200179902,1682121309,0
634,43016,491.3906369803745,1713052269,1
635,60286,120.26865248375134,1686354909,0
636,56514,73.24067129795623,1686009309,0
637,89428,28.80483485132006,1708304109,0
638,64469,16.83830731573051,1708649709,0
639,59507,345.84212267826825,1694044509,0
640,68949,8.731991842717104,1691366109,0
641,98475,236.5802893937892,1713052269,1
642,15447,35.762205932681766,1693785309,0
643,36598,23.979143181405078,1694994909,0
644,54889,160.42087718152777,1704675309,0
645,97035,38.792929395579925,1703033709,0
646,94093,2636.0,1712793309,1
647,58196,10.134467142839302,1713051729,1
648,76044,117.37892247238031,1683762909,0
649,42178,274.7894167425943,1712015709,0
650,99766,42.72108004592683,1706835309,0
651,47499,2636.0,1712966109,1
652,52391,320.2231342798488,1692834909,0
653,73106,106.98503369973571,1697759709,0
654,72746,6.57646697667619,1705971309,0
655,81545,19.129546127193525,1706057709,0
656,10889,30.146191343948622,1693007709,0
657,28064,7.3547578041873205,1691193309,0
658,94273,109.92055391528407,1691279709,0
659,52909,34.265735445651934,1698191709,0
660,37692,663.2758523447511,1713051009,1
661,54550,107.60247125986305,1706662509,0
662,91148,335.35636194569014,1692489309,0
663,58248,132.27853132219036,1691970909,0
664,90748,410.3398561811874,1707180909,0
665,63888,3.3632086978760625,1713050829,1
666,37342,152.03185853296353,1685058909,0
667,43168,1000.501124032748,1712706909,0
668,41412,2636.0,1712620509,1
669,50325,1175.7871948844158,1713051429,1
670,44198,26.085235766367255,1699750509,0
671,39356,195.40374540354313,1686009309,0
672,28835,159.29270592996008,1686441309,0
673,73660,457.1241194106837,1713049449,1
674,94661,153.01815097793562,1709427309,0
675,97247,118.09461065749018,1687823709,0
676,85789,70.90155723456351,1705452909,0
677,70946,46.756807269896186,1685922909,0
678,96834,203.94495007036736,1684886109,0
679,61394,443.55902474450215,1696982109,0
680,76799,19.49284255641944,1694735709,0
681,28458,339.4161560203536,1690415709,0
682,61115,317.24675033002467,1693439709,0
683,36271,723.3754950848503,1713050829,1
684,11987,33.60661980382146,1712534109,0
685,42290,576.2684648030057,1694822109,0
686,43968,2636.0,1712879709,1
687,52344,336.71727410803305,1696809309,0
688,16552,14.81465736435535,1687737309,0
689,15781,236.51372372823727,1704761709,0
690,23822,23.949013330633296,1687650909,0
691,68503,120.14756074043753,1685404509,0
692,58854,26.996011839190327,1710896109,0
693,53890,151.67905671180665,1694217309,0
694,23429,4.2120687009857765,1700528109,0
695,34708,7.586907690628135,1690070109,0
696,53328,70.96963603905421,1711328109,0
697,61977,151.87705450986994,1683071709,0
698,69719,363.7439036159831,1693180509,0
699,65486,785.6224795598202,1705452909,0
700,20343,15.237281929757755,1710982509,0
701,20747,154.69620437083344,1711846509,0
